5.44e-007	0.00226274	0.00215902
5.46e-007	0.00217393	0.00223496
5.48e-007	0.00204153	0.00229688
5.5e-007	0.00188896	0.00234548
5.52e-007	0.00174859	0.00238345
5.54e-007	0.00162842	0.00241155
5.56e-007	0.0015305	0.00242114
5.58e-007	0.00149052	0.0024131
5.6e-007	0.00145818	0.00240494
5.62e-007	0.0014637	0.00234568
5.64e-007	0.00152725	0.0022773
5.66e-007	0.00164924	0.00220656
5.68e-007	0.00182181	0.0021291
5.7e-007	0.00202501	0.00205122
5.72e-007	0.00224566	0.00197932
5.74e-007	0.00244306	0.00191181
5.76e-007	0.00255422	0.00184379
5.78e-007	0.00252562	0.00177523
5.8e-007	0.00232023	0.00171433
5.82e-007	0.00201225	0.00165781
5.84e-007	0.00161516	0.00160086
5.86e-007	0.00124456	0.00153704
5.88e-007	0.000927823	0.00145889
5.9e-007	0.000678374	0.00133427
5.92e-007	0.000494803	0.00120387
5.94e-007	0.000364175	0.00107063
5.96e-007	0.000270458	0.000942198
5.98e-007	0.000215065	0.000814461
6e-007	0.000153296	0.000703113
6.02e-007	0.000128045	0.000654758
6.04e-007	0.000102622	0.000606066
6.06e-007	8.6569e-005	0.000557057
6.08e-007	7.99809e-005	0.000508623
6.1e-007	7.33475e-005	0.000459937
6.12e-007	6.6669e-005	0.000419794
6.14e-007	5.99452e-005	0.000380516
6.16e-007	5.45927e-005	0.000361236
6.18e-007	5.06252e-005	0.000341804
6.2e-007	4.66308e-005	0.000322238
6.22e-007	4.26097e-005	0.000307564
6.24e-007	3.85617e-005	0.000294285
6.26e-007	3.53666e-005	0.000280893
6.28e-007	3.30327e-005	0.000269095
6.3e-007	3.06832e-005	0.000258987
6.32e-007	2.83182e-005	0.000248808
6.34e-007	2.59376e-005	0.000239472
6.36e-007	2.43132e-005	0.000233707
6.38e-007	2.34524e-005	0.000227881
6.4e-007	2.25857e-005	0.000222034
6.42e-007	2.17131e-005	0.000216147
6.44e-007	2.08346e-005	0.000210218
6.46e-007	2.0136e-005	0.00020451
6.48e-007	1.96189e-005	0.000199583
6.5e-007	1.90982e-005	0.000194621
6.52e-007	1.85739e-005	0.000189625
6.54e-007	1.80461e-005	0.000184594
6.56e-007	1.75565e-005	0.000179529
6.58e-007	1.71057e-005	0.00017443
6.6e-007	1.68415e-005	0.000170026
6.62e-007	1.65966e-005	0.00016598
6.64e-007	1.63498e-005	0.000161906
6.66e-007	1.61013e-005	0.000157805
6.68e-007	1.58936e-005	0.000153678
6.7e-007	1.57273e-005	0.000149522
6.72e-007	1.55596e-005	0.000145339
6.74e-007	1.53691e-005	0.000141402
6.76e-007	1.52204e-005	0.000137869
6.78e-007	1.51139e-005	0.000134312
6.8e-007	1.50716e-005	0.000130732
6.82e-007	1.50288e-005	0.000127128
6.84e-007	1.49855e-005	0.000123504
6.86e-007	1.49417e-005	0.000119853
6.88e-007	1.50731e-005	0.000116179
6.9e-007	1.52051e-005	0.000113044
6.92e-007	1.53376e-005	0.000110528
6.94e-007	1.54705e-005	0.000107997
6.96e-007	1.56707e-005	0.000105447
6.98e-007	1.59387e-005	0.000102881
7e-007	1.62079e-005	0.000100281
7.02e-007	1.64784e-005	9.75813e-005
7.04e-007	1.67502e-005	9.48668e-005
7.06e-007	1.70683e-005	9.2133e-005
7.08e-007	1.74332e-005	8.95133e-005
7.1e-007	1.77999e-005	8.73263e-005
7.12e-007	1.81684e-005	8.51233e-005
7.14e-007	1.85387e-005	8.29088e-005
7.16e-007	1.89794e-005	8.06806e-005
7.18e-007	1.9491e-005	7.84386e-005
7.2e-007	2.00052e-005	7.62197e-005
7.22e-007	2.05219e-005	7.40841e-005
7.24e-007	2.10412e-005	7.19355e-005
7.26e-007	2.15862e-005	6.97715e-005
7.28e-007	2.21572e-005	6.70064e-005
7.3e-007	2.2731e-005	6.42412e-005
7.32e-007	2.33076e-005	6.44172e-005
7.34e-007	2.3887e-005	6.45933e-005
7.36e-007	2.46102e-005	6.47434e-005
7.38e-007	2.54784e-005	6.48439e-005
7.4e-007	2.6351e-005	6.59295e-005
7.42e-007	2.72279e-005	6.88186e-005
7.44e-007	2.81092e-005	7.17224e-005
7.46e-007	2.90424e-005	7.54079e-005
7.48e-007	3.00281e-005	7.96234e-005
7.5e-007	3.10186e-005	8.41477e-005
7.52e-007	3.20139e-005	9.09815e-005
7.54e-007	3.30141e-005	9.28151e-005
7.56e-007	3.39226e-005	9.41913e-005
7.58e-007	3.47386e-005	9.44405e-005
7.6e-007	3.55584e-005	9.39639e-005
7.62e-007	3.6382e-005	9.17727e-005
7.64e-007	3.72095e-005	8.9032e-005
7.66e-007	3.80897e-005	8.62658e-005
7.68e-007	3.90231e-005	8.34742e-005
7.7e-007	3.99609e-005	8.06521e-005
7.72e-007	4.09029e-005	7.78142e-005
7.74e-007	4.18493e-005	7.49605e-005
7.76e-007	4.2701e-005	7.2091e-005
7.78e-007	4.3457e-005	6.9248e-005
7.8e-007	4.42164e-005	6.69748e-005
7.82e-007	4.49791e-005	6.4689e-005
7.84e-007	4.57452e-005	6.23907e-005
7.86e-007	4.64392e-005	6.00798e-005
7.88e-007	4.70607e-005	5.79954e-005
7.9e-007	4.76848e-005	5.61873e-005
7.92e-007	4.83114e-005	5.43692e-005
7.94e-007	4.89405e-005	5.25413e-005
7.96e-007	4.9979e-005	5.10314e-005
7.98e-007	5.14298e-005	4.98471e-005
8e-007	5.21208e-005	4.86537e-005
8.02e-007	5.30195e-005	4.76304e-005
8.04e-007	5.36652e-005	4.73153e-005
8.06e-007	5.43135e-005	4.69954e-005
8.08e-007	5.52225e-005	4.66759e-005
8.1e-007	5.58765e-005	4.63749e-005
8.12e-007	5.65332e-005	4.61497e-005
8.14e-007	5.71923e-005	4.59228e-005
8.16e-007	5.78019e-005	4.56917e-005
8.18e-007	5.88841e-005	4.54614e-005
8.2e-007	5.99708e-005	4.54207e-005
8.22e-007	6.10622e-005	4.5521e-005
8.24e-007	6.21581e-005	4.56238e-005
8.26e-007	6.3074e-005	4.5724e-005
8.28e-007	6.38085e-005	4.58268e-005
8.3e-007	6.45458e-005	4.59269e-005
8.32e-007	6.52859e-005	4.60296e-005
8.34e-007	6.60288e-005	4.61296e-005
8.36e-007	6.68279e-005	4.62322e-005
8.38e-007	6.76836e-005	4.63321e-005
8.4e-007	6.85426e-005	4.64346e-005
8.42e-007	6.9405e-005	4.65344e-005
8.44e-007	7.02707e-005	4.66288e-005
8.46e-007	7.09235e-005	4.67258e-005
8.48e-007	7.1362e-005	4.682e-005
8.5e-007	7.18018e-005	4.69168e-005
8.52e-007	7.22428e-005	4.70109e-005
8.54e-007	7.26852e-005	4.71076e-005
8.56e-007	7.33201e-005	4.72015e-005
8.58e-007	7.41491e-005	4.74351e-005
8.6e-007	7.49811e-005	4.76748e-005
8.62e-007	7.58162e-005	4.79151e-005
8.64e-007	7.66543e-005	4.81532e-005
8.66e-007	7.73296e-005	4.83946e-005
8.68e-007	7.78408e-005	4.86367e-005
8.7e-007	7.83536e-005	4.90294e-005
8.72e-007	7.88679e-005	4.94289e-005
8.74e-007	7.93838e-005	4.98298e-005
8.76e-007	7.99291e-005	5.0232e-005
8.78e-007	8.05042e-005	5.06355e-005
8.8e-007	8.1081e-005	5.10403e-005
8.82e-007	8.16596e-005	5.13957e-005
8.84e-007	8.22401e-005	5.17494e-005
8.86e-007	8.27657e-005	5.2107e-005
8.88e-007	8.32361e-005	5.24629e-005
8.9e-007	8.37078e-005	5.28397e-005
8.92e-007	8.41808e-005	5.32176e-005
8.94e-007	8.46551e-005	5.35968e-005
8.96e-007	8.51306e-005	5.39771e-005
8.98e-007	8.56074e-005	5.43586e-005
9e-007	8.60855e-005	5.47441e-005
9.02e-007	8.65649e-005	5.50962e-005
9.04e-007	8.70455e-005	5.53916e-005
9.06e-007	8.74696e-005	5.56848e-005
9.08e-007	8.78367e-005	5.59788e-005
9.1e-007	8.82045e-005	5.62765e-005
9.12e-007	8.85731e-005	5.6572e-005
9.14e-007	8.89425e-005	5.68041e-005
9.16e-007	8.92834e-005	5.69021e-005
9.18e-007	8.95956e-005	5.70029e-005
9.2e-007	8.99083e-005	5.71006e-005
9.22e-007	9.02216e-005	5.72012e-005
9.24e-007	9.05353e-005	5.72957e-005
9.26e-007	9.07017e-005	5.71033e-005
9.28e-007	9.07198e-005	5.69095e-005
9.3e-007	9.07371e-005	5.67174e-005
9.32e-007	9.07536e-005	5.59791e-005
9.34e-007	9.07694e-005	5.50015e-005
9.36e-007	9.08442e-005	5.40223e-005
9.38e-007	9.09784e-005	5.30353e-005
9.4e-007	9.11123e-005	5.20436e-005
9.42e-007	9.1246e-005	5.10472e-005
9.44e-007	9.13795e-005	4.97839e-005
9.46e-007	9.1422e-005	4.8421e-005
9.48e-007	9.13731e-005	4.7052e-005
9.5e-007	9.13231e-005	4.56798e-005
9.52e-007	9.12722e-005	4.43439e-005
9.54e-007	9.12202e-005	4.33341e-005
9.56e-007	9.11366e-005	4.23228e-005
9.58e-007	9.10213e-005	4.13069e-005
9.6e-007	9.09048e-005	4.02832e-005
9.62e-007	9.07869e-005	3.9258e-005
9.64e-007	9.06678e-005	3.81267e-005
9.66e-007	9.04857e-005	3.65059e-005
9.68e-007	9.02402e-005	3.48811e-005
9.7e-007	8.9993e-005	3.32494e-005
9.72e-007	8.97439e-005	3.22283e-005
9.74e-007	8.94931e-005	3.12837e-005
9.76e-007	8.9147e-005	3.03355e-005
9.78e-007	8.8705e-005	2.92776e-005
9.8e-007	8.82604e-005	2.81413e-005
9.82e-007	8.78133e-005	2.70004e-005
9.84e-007	8.73636e-005	2.58543e-005
9.86e-007	8.67854e-005	2.47033e-005
9.88e-007	8.6078e-005	2.35474e-005
9.9e-007	8.53669e-005	2.23867e-005
9.92e-007	8.46523e-005	2.12211e-005
9.94e-007	8.39341e-005	2.00509e-005
9.96e-007	8.32123e-005	1.88755e-005
9.98e-007	8.2487e-005	1.76952e-005
1e-006	8.17581e-005	1.651e-005
